inte,erro
10,0.04321337853311385
20,0.029798833863038568
30,0.023887336573572768
40,0.018831042625023445
50,0.015512390860764053
60,0.012835854173118605
70,0.010634021605765242
80,0.009171580657138526
90,0.008108114060444864
100,0.007085874808914728
110,0.005920553894592903
